TreeID,date,Species_Co,Common_Nam,Genus,Species,percent_lichen,Melanelixia_glabratula,Candelariella_reflexa,Flavoparmelia_caperata,Xanthomendoza_fallax,moth_presence
1720,26-12-2020,lochon,Honey Locust,Gleditsia,triacanthos,30,0,1,1,0,0
1735,26-12-2020,lochon,Honey Locust,Gleditsia,triacanthos,20,0,1,1,0,0
1751,26-12-2020,lochon,Honey Locust,Gleditsia,triacanthos,40,1,0,1,1,0
641,02-03-2021,peapea,Flowering Pear,Pyrus,spp,20,0,1,1,0,0
640,02-03-2021,peapea,Flowering Pear,Pyrus,spp,20,0,1,1,0,0
726,02-03-2021,mapnor,Norway Maple,Acer,platanoides,0,0,0,0,0,0
1411,02-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1409,02-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
2,02-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,0,0,0,0,0,0
1318,02-03-2021,oakred,Red Oak,Quercus,rubra,2,0,1,0,1,0
1317,02-03-2021,oakred,Red Oak,Quercus,rubra,2,0,0,0,1,0
11,02-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
14,02-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
16,02-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
255,02-03-2021,appcra,Crab Apple,Malus,spp,0.5,0,0,1,0,0
256,02-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
259,02-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
260,02-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
270,02-03-2021,oakred,Red Oak,Quercus,rubra,2,0,1,1,0,1
271,02-03-2021,oakred,Red Oak,Quercus,rubra,5,0,1,1,0,0
272,02-03-2021,oakred,Red Oak,Quercus,rubra,2,0,1,1,0,0
273,02-03-2021,oakred,Red Oak,Quercus,rubra,0,0,0,0,0,0
275,02-03-2021,oakred,Red Oak,Quercus,rubra,0.5,0,1,0,0,0
886,02-03-2021,mapred,Red Maple,Acer,rubrum,1,0,0,1,0,0
877,02-03-2021,oakred,Red Oak,Quercus,rubra,2,0,1,1,0,0
876,02-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,2,0,1,1,0,0
896,02-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,2,0,1,1,0,0
892,02-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,2,0,1,1,0,0
846,06-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
849,06-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,10,0,1,1,1,0
828,06-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
670,06-03-2021,appcra,Crab Apple,Malus,spp,10,0,1,0,0,0
922,06-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
923,06-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,10,0,1,1,1,0
924,06-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,10,0,1,1,1,0
960,06-03-2021,appcra,Crab Apple,Malus,spp,15,0,1,0,1,1
1019,06-03-2021,peapea,Flowering Pear,Pyrus,spp,5,0,1,0,0,0
1071,06-03-2021,peapea,Flowering Pear,Pyrus,spp,15,0,1,0,1,1
1070,06-03-2021,peapea,Flowering Pear,Pyrus,spp,5,0,1,0,0,0
1069,06-03-2021,peapea,Flowering Pear,Pyrus,spp,35,0,1,0,1,0
464,06-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
462,06-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
461,06-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0.5,0,0,1,1,0
460,06-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0.5,0,0,1,1,0
467,06-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,0,0,0,0,0,0
471,06-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
453,09-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
454,09-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
455,09-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
425,09-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
483,09-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,1,0
484,09-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,1,0
485,09-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,1,0,0
424,09-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
423,09-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
421,09-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
420,09-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
399,09-03-2021,peapea,Flowering Pear,Pyrus,spp,0,0,0,0,0,0
402,09-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,0,0,0,0,0,0
369,09-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
365,09-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,1,0
378,09-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,10,0,1,1,0,0
379,11-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,8,0,1,1,0,0
380,11-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,10,0,1,1,0,0
353,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,1,1,0,0,0
354,11-03-2022,olirus,Russian Olive,Elaeagnus,angustifolia,20,1,1,0,0,0
355,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,1,1,0
325,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
324,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,1,1,0,0,0
323,11-03-2022,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,1,0
326,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,0,0
329,11-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
332,11-03-2021,appcra,Crab Apple,Malus,spp,15,1,1,0,0,0
333,11-03-2022,appcra,Crab Apple,Malus,spp,15,1,1,0,0,0
335,11-03-2021,appcra,Crab Apple,Malus,spp,10,1,1,0,0,0
314,11-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
313,11-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
312,11-03-2022,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
310,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,1,0,0
293,11-03-2021,oakred,Red Oak,Quercus,rubra,2,1,0,0,0,1
504,11-03-2021,oakred,Red Oak,Quercus,rubra,2,1,0,0,0,0
503,11-03-2022,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
502,11-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
501,11-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
509,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,2,1,0,0,0,1
508,11-03-2022,olirus,Russian Olive,Elaeagnus,angustifolia,3,1,0,0,0,0
507,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,2,1,0,0,0,0
506,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,2,1,0,0,0,0
505,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,1,1,0,0,0,0
424,11-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
485,11-03-2022,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,1,0,0
484,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,1,0,0
483,11-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,1,0,0
425,11-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
1020,11-03-2022,lochon,Honey Locust,Gleditsia,tricanthos,0,0,0,0,0,0
1347,14-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,1,0,0
1359,14-03-2021,peapea,Flowering Pear,Pyrus,spp,15,1,1,0,0,0
1363,14-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,10,0,1,1,1,0
1045,14-03-2021,appcra,Crab Apple,Malus,spp,20,1,1,0,0,0
1281,14-03-2021,mapred,Red Maple,Acer,rubrum,10,1,1,0,0,0
1284,14-03-2021,appcra,Crab Apple,Malus,spp,15,1,1,0,0,0
1289,14-03-2021,mapred,Red Maple,Acer,rubrum,30,1,1,0,1,0
1286,14-03-2021,appcra,Crab Apple,Malus,spp,15,0,1,0,0,0
1298,14-03-2021,peapea,Flowering Pear,Pyrus,spp,50,0,1,1,1,0
1299,14-03-2021,peapea,Flowering Pear,Pyrus,spp,60,0,1,1,1,0
1301,14-03-2021,peapea,Flowering Pear,Pyrus,spp,70,0,1,1,1,0
1302,14-03-2021,peapea,Flowering Pear,Pyrus,spp,50,0,1,1,1,0
1303,14-03-2021,peapea,Flowering Pear,Pyrus,spp,50,0,1,1,1,0
1125,14-03-2021,peapea,Flowering Pear,Pyrus,spp,10,0,1,0,0,0
1117,14-03-2021,peapea,Flowering Pear,Pyrus,spp,10,0,1,0,0,0
1118,14-03-2021,peapea,Flowering Pear,Pyrus,spp,10,0,1,0,0,0
1119,14-03-2021,peapea,Flowering Pear,Pyrus,spp,5,0,1,0,0,0
1121,14-03-2021,peapea,Flowering Pear,Pyrus,spp,10,0,1,0,0,0
1122,14-03-2021,peapea,Flowering Pear,Pyrus,spp,5,0,1,0,0,0
1123,14-03-2021,peapea,Flowering Pear,Pyrus,spp,10,0,1,0,0,0
1124,14-03-2021,peapea,Flowering Pear,Pyrus,spp,30,0,1,1,0,0
1208,14-03-2021,mapred,Red Maple,Acer,rubrum,15,0,1,1,1,0
1205,14-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1229,14-03-2021,mapred,Red Maple,Acer,rubrum,10,0,1,1,0,0
1245,14-03-2021,mapred,Red Maple,Acer,rubrum,50,1,1,0,0,0
1246,14-03-2021,mapred,Red Maple,Acer,rubrum,50,0,1,0,1,0
1148,14-03-2021,mapnor,Norway Maple,Acer,platanoides,30,0,1,1,0,1
1154,14-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1177,14-03-2021,peapea,Flowering Pear,Pyrus,spp,50,0,1,1,0,0
1160,14-03-2021,mapnor,Norway Maple,Acer,platanoides,50,0,1,1,0,0
1139,14-03-2021,mapnor,Norway Maple,Acer,platanoides,30,0,1,1,0,1
1113,16-03-2020,mapnor,Norway Maple,Acer,platanoides,50,0,1,1,0,0
110,16-03-2020,mapnor,Norway Maple,Acer,platanoides,30,0,1,1,0,0
109,16-03-2020,mapnor,Norway Maple,Acer,platanoides,30,0,1,1,0,0
93,16-03-2020,mapnor,Norway Maple,Acer,platanoides,30,1,1,1,0,0
81,16-03-2020,mapnor,Norway Maple,Acer,platanoides,30,1,1,1,0,0
154,16-03-2020,mapnor,Norway Maple,Acer,platanoides,30,1,1,1,0,0
148,16-03-2020,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
147,16-03-2020,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
144,16-03-2020,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
127,16-03-2020,appcra,Crab Apple,Malus,spp,50,0,1,1,0,0
224,16-03-2020,oakred,Red Oak,Quercus,rubra,10,0,1,0,0,0
211,16-03-2020,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
264,16-03-2020,oakred,Red Oak,Quercus,rubra,15,0,1,0,0,0
266,16-03-2020,sersmo,Smooth Serviceberry,Amelanchier,laevis,10,0,1,1,1,0
257,16-03-2020,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
194,16-03-2020,oakred,Red Oak,Quercus,rubra,15,0,1,0,0,0
189,16-03-2020,oakred,Red Oak,Quercus,rubra,10,0,1,0,0,0
186,16-03-2020,oakred,Red Oak,Quercus,rubra,10,0,1,0,0,0
188,16-03-2020,oakred,Red Oak,Quercus,rubra,0,0,0,0,0,0
165,16-03-2020,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
993,16-03-2020,mapnor,Norway Maple,Acer,platanoides,15,1,1,0,0,0
994,16-03-2020,mapnor,Norway Maple,Acer,platanoides,10,1,1,0,0,0
1407,16-03-2020,oakred,Red Oak,Quercus,rubra,10,0,1,0,0,0
1405,16-03-2020,oakred,Red Oak,Quercus,rubra,10,0,1,0,0,0
1342,16-03-2020,lochon,Honey Locust,Gleditsia,tricanthos,0,0,0,0,0,0
763,17-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,0,0,0,0,0,0
761,17-03-2021,oakred,Red Oak,Quercus,rubra,15,0,1,1,0,0
774,17-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
775,17-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
777,17-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
786,17-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
787,17-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
788,17-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
808,17-03-2021,mapred,Red Maple,Acer,rubrum,0,0,0,0,0,0
816,17-03-2021,mapnor,Norway Maple,Acer,platanoides,15,1,1,0,0,0
814,17-03-2021,mapnor,Norway Maple,Acer,platanoides,10,1,1,0,0,0
813,17-03-2021,mapnor,Norway Maple,Acer,platanoides,15,1,1,0,0,0
807,17-03-2021,mapnor,Norway Maple,Acer,platanoides,30,1,1,0,0,1
806,17-03-2021,mapnor,Norway Maple,Acer,platanoides,20,1,1,0,0,0
805,17-03-2021,mapnor,Norway Maple,Acer,platanoides,60,1,1,0,0,0
800,17-03-2021,mapnor,Norway Maple,Acer,platanoides,50,1,1,0,0,0
796,17-03-2021,mapnor,Norway Maple,Acer,platanoides,30,1,1,0,0,0
797,17-03-2021,mapnor,Norway Maple,Acer,platanoides,50,1,1,0,0,0
744,17-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,0,0,0,0,0,0
735,17-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,1,1
731,17-03-2021,mapnor,Norway Maple,Acer,platanoides,60,1,1,0,1,1
710,17-03-2021,mapnor,Norway Maple,Acer,platanoides,70,1,1,0,1,1
711,17-03-2021,mapnor,Norway Maple,Acer,platanoides,50,1,1,0,1,1
697,17-03-2021,mapnor,Norway Maple,Acer,platanoides,20,1,1,1,1,1
683,17-03-2021,mapnor,Norway Maple,Acer,platanoides,60,1,1,1,1,1
1554,17-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1537,17-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,0,0,1
1533,17-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,0,0,1
1529,17-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,0,0,1
1526,17-03-2021,mapnor,Norway Maple,Acer,platanoides,50,1,1,0,1,1
1525,17-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,0,1,1
1522,17-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1514,17-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,0,0,1
1513,17-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,0,0,1
1476,17-03-2021,mapnor,Norway Maple,Acer,platanoides,50,1,1,0,1,1
1471,17-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1466,17-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1464,17-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1457,17-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1452,17-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1445,17-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,1,0,1
1443,17-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,1,0,1
1493,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1334,19-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,0,1,1
1849,19-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,0,0,0,0,0,0
1299,19-03-2021,oakred,Red Oak,Quercus,rubra,5,0,0,1,0,0
1341,19-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1287,19-03-2021,peapea,Flowering Pear,Pyrus,spp,0,0,0,0,0,0
1303,19-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,0,0,0,0,0,0
1347,19-03-2021,mapnor,Norway Maple,Acer,platanoides,35,0,1,1,1,1
1349,19-03-2021,mapnor,Norway Maple,Acer,platanoides,40,0,1,1,1,1
1364,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1357,19-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
818,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
898,19-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,10,0,1,1,1,0
637,19-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,3,1,1,0,1,0
620,19-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,5,1,1,0,1,0
619,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1103,19-03-2021,oakred,Red Oak,Quercus,rubra,5,0,0,1,0,0
647,19-03-2021,mapnor,Norway Maple,Acer,platanoides,45,0,1,0,1,1
697,19-03-2021,mapnor,Norway Maple,Acer,platanoides,15,1,1,1,1,1
696,19-03-2021,peapea,Flowering Pear,Pyrus,spp,60,0,1,0,1,1
694,19-03-2021,peapea,Flowering Pear,Pyrus,spp,60,0,1,0,1,0
693,19-03-2021,peapea,Flowering Pear,Pyrus,spp,60,0,1,0,1,1
688,19-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,30,0,1,1,1,1
687,19-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,15,0,1,1,1,1
686,19-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,15,0,1,1,1,1
685,19-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,15,0,1,1,1,1
692,19-03-2021,peapea,Flowering Pear,Pyrus,spp,50,0,1,0,1,0
691,19-03-2021,peapea,Flowering Pear,Pyrus,spp,50,0,1,0,1,0
690,19-03-2021,peapea,Flowering Pear,Pyrus,spp,50,0,1,0,1,0
680,19-03-2021,mapnor,Norway Maple,Acer,platanoides,50,0,1,0,1,1
666,19-03-2021,oakred,Red Oak,Quercus,rubra,35,0,1,0,1,1
576,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
586,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
590,19-03-2021,oakred,Red Oak,Quercus,rubra,45,1,1,0,0,1
575,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1062,19-03-2021,mapnor,Norway Maple,Acer,platanoides,45,1,1,0,0,1
1061,19-03-2021,mapnor,Norway Maple,Acer,platanoides,45,1,1,0,0,1
1066,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
554,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1118,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1048,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1034,19-03-2021,oakred,Red Oak,Quercus,rubra,15,1,1,0,0,1
1816,19-03-2021,peapea,Flowering Pear,Pyrus,spp,0,0,0,0,0,0
1805,19-03-2021,mapnor,Norway Maple,Acer,platanoides,10,1,1,0,0,0
1774,19-03-2021,mapnor,Norway Maple,Acer,platanoides,0,0,0,0,0,0
1790,19-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,8,1,1,0,1,0
1763,19-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,0,0,0,0,0,0
1761,19-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,0,0,0,0,0,0
1753,19-03-2021,appcra,Crab Apple,Malus,spp,0.5,1,0,0,0,0
1755,19-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,0,0,0,0,0,0
1759,19-03-2021,sersmo,Smooth Serviceberry,Amelanchier,laevis,0,0,0,0,0,0
1744,19-03-2021,mapnor,Norway Maple,Acer,platanoides,5,0,1,1,0,0
1748,19-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
1730,19-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,50,0,1,1,0,1
1743,19-03-2021,oakred,Red Oak,Quercus,rubra,3,0,1,0,0,0
1237,19-03-2021,oakred,Red Oak,Quercus,rubra,5,0,1,1,0,1
1238,19-03-2021,oakred,Red Oak,Quercus,rubra,10,0,1,1,0,1
1232,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1226,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1225,19-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1258,19-03-2021,oakred,Red Oak,Quercus,rubra,30,0,1,1,0,1
1259,19-03-2021,oakred,Red Oak,Quercus,rubra,30,0,1,1,0,1
1260,19-03-2021,oakred,Red Oak,Quercus,rubra,25,0,1,1,1,1
1263,19-03-2021,oakred,Red Oak,Quercus,rubra,30,0,1,1,1,1
1266,21-03-2021,oakred,Red Oak,Quercus,rubra,5,0,1,0,0,1
1265,21-03-2021,oakred,Red Oak,Quercus,rubra,10,1,1,1,1,1
1264,21-03-2021,oakred,Red Oak,Quercus,rubra,25,1,1,1,1,1
1273,21-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,25,0,1,1,1,1
1192,21-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1184,21-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1608,21-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1588,21-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,0,0,1
1584,21-03-2021,mapnor,Norway Maple,Acer,platanoides,30,1,1,0,0,1
1580,21-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
1578,21-03-2021,mapnor,Norway Maple,Acer,platanoides,45,1,1,0,0,1
1159,21-03-2021,mapnor,Norway Maple,Acer,platanoides,50,1,1,0,1,1
1158,21-03-2021,mapnor,Norway Maple,Acer,platanoides,45,1,1,0,1,1
1155,21-03-2021,mapnor,Norway Maple,Acer,platanoides,45,1,1,0,1,1
1154,21-03-2021,mapnor,Norway Maple,Acer,platanoides,30,1,1,0,1,1
1151,21-03-2021,mapnor,Norway Maple,Acer,platanoides,45,1,1,0,0,1
593,21-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,8,0,1,0,0,0
595,21-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,5,0,1,1,0,0
590,21-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,8,0,1,1,0,0
588,21-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
586,21-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
585,21-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1451,21-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1450,21-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1449,21-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1448,21-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1447,21-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1580,21-03-2021,mapnor,Norway Maple,Acer,platanoides,25,0,1,0,1,0
1446,21-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
572,21-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,0,1,0,1,0
1434,21-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,0,1,0,1,0
1567,21-03-2021,crabapp,Crab Apple,Malus,spp,15,0,1,0,1,0
1568,21-03-2021,crabapp,Crab Apple,Malus,spp,15,0,1,1,0,0
1569,21-03-2021,crabapp,Crab Apple,Malus,spp,15,0,1,1,0,1
1570,21-03-2021,crabapp,Crab Apple,Malus,spp,20,0,1,1,0,0
1571,21-03-2021,crabapp,Crab Apple,Malus,spp,10,0,1,0,0,1
1572,21-03-2021,crabapp,Crab Apple,Malus,spp,15,0,1,0,1,1
1573,21-03-2021,crabapp,Crab Apple,Malus,spp,15,0,1,0,0,1
1574,21-03-2021,crabapp,Crab Apple,Malus,spp,25,0,1,0,1,1
1580,21-03-2021,crabapp,Crab Apple,Malus,spp,25,0,1,0,0,1
1575,21-03-2021,crabapp,Crab Apple,Malus,spp,20,0,1,0,1,1
1576,21-03-2021,crabapp,Crab Apple,Malus,spp,20,0,1,0,0,0
1577,21-03-2021,crabapp,Crab Apple,Malus,spp,1,0,1,1,0,1
1578,21-03-2021,crabapp,Crab Apple,Malus,spp,0,0,0,0,0,0
2084,21-03-2021,crabapp,Crab Apple,Malus,spp,1,0,1,0,0,0
2085,21-03-2021,crabapp,Crab Apple,Malus,spp,0,0,0,0,0,0
2086,21-03-2021,crabapp,Crab Apple,Malus,spp,15,0,1,0,0,0
2087,21-03-2021,crabapp,Crab Apple,Malus,spp,5,0,1,0,0,0
2088,21-03-2021,crabapp,Crab Apple,Malus,spp,0,0,0,0,0,0
2089,21-03-2021,crabapp,Crab Apple,Malus,spp,5,0,1,0,0,0
2090,21-03-2021,crabapp,Crab Apple,Malus,spp,2,0,1,0,0,0
1527,21-03-2021,peapea,Flowering Pear,Pyrus,spp,0,0,0,0,0,0
1540,21-03-2021,oakred,Red Oak,Quercus,rubra,0,0,0,0,0,1
1543,21-03-2021,oakred,Red Oak,Quercus,rubra,15,0,1,0,0,1
1546,21-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1523,21-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1519,21-03-2021,oakred,Red Oak,Quercus,rubra,35,0,1,0,0,1
1513,21-03-2021,oakred,Red Oak,Quercus,rubra,35,0,1,0,0,1
1505,23-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1501,23-03-2021,oakred,Red Oak,Quercus,rubra,35,0,1,0,0,1
1490,23-03-2021,oakred,Red Oak,Quercus,rubra,35,0,1,0,0,1
2194,23-03-2021,oakred,Red Oak,Quercus,rubra,35,0,1,0,0,1
1499,23-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
2128,23-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1983,23-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1682,23-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1677,23-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
