TreeID,date,Species_Co,Common_Nam,Genus,Species,percent_lichen,Melanelixia_glabratula,Candelariella_reflexa,Flavoparmelia_caperata,Xanthomendoza_fallax,moth_presence
30,23-03-2021,mapred,Red Maple,Acer,rubrum,50,0,1,0,1,1
598,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,2,0,1,0,0,0
42,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,1,1,0
45,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,1,0,0
47,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,1,0,0
48,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,15,1,1,1,0,0
50,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,5,0,1,0,1,0
52,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,0,0,0
1,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,0,0,0,0,0,0
2,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,0,0,0,0,0,0
1176,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,10,1,1,0,0,0
1174,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,0,0,0
1173,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,15,1,1,0,1,0
1172,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,0,1,0,0,0
1171,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,15,0,1,0,0,0
1167,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,10,0,1,1,0,0
13,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,0,1,0,1,0
14,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,0,1,0,1,0
15,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,0,1,0
18,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,1,0,0
19,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,15,1,1,1,0,0
1709,23-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,25,1,1,1,1,0
1165,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,2,0,1,0,0,0
1164,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,5,0,1,0,0,0
1163,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,1,0,1,0,0,0
1162,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,1,0,1,0,0,0
1161,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1160,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,2,0,1,0,0,0
1159,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0.5,0,1,0,0,0
1158,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,2,0,1,0,0,0
1157,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,2,0,1,0,0,0
1156,23-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0.5,0,1,0,0,0
1155,24-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0.5,0,1,0,0,0
1154,24-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1153,24-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0.5,0,1,0,0,0
1152,24-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,2,0,1,0,1,0
1151,24-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1150,24-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0.5,0,1,0,0,0
1141,24-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1140,24-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1673,24-03-2021,mapred,Red Maple,Acer,rubrum,15,0,1,1,1,0
1672,24-03-2021,mapred,Red Maple,Acer,rubrum,15,0,1,1,1,0
1671,24-03-2021,mapred,Red Maple,Acer,rubrum,15,0,1,1,1,0
1670,24-03-2021,mapred,Red Maple,Acer,rubrum,15,0,1,1,1,0
1669,24-03-2021,mapred,Red Maple,Acer,rubrum,2,0,1,1,1,0
1668,24-03-2021,mapred,Red Maple,Acer,rubrum,2,0,1,1,1,0
412,24-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,30,0,1,1,0,0
411,24-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,30,0,1,1,0,0
414,24-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,30,0,1,1,0,0
459,24-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
442,24-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
440,24-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
433,24-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
340,24-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
349,24-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
376,24-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
422,24-03-2021,mapnor,Norway Maple,Acer,platanoides,15,0,1,0,0,0
181,24-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,0,1
183,24-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,0,1
180,24-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,0,1,0,0,0
186,24-03-2021,oakred,Red Oak,Quercus,rubra,25,0,1,0,0,1
1646,24-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,1,0,1
1647,24-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,1,0,1
1641,24-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,1,1,0,1
171,24-03-2021,oakred,Red Oak,Quercus,rubra,25,1,0,0,0,1
168,24-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,25,1,1,0,0,1
2180,24-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,10,0,1,1,0,0
2177,25-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1276,25-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
2175,25-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
2174,25-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
2173,25-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
71,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
90,25-03-2021,oakred,Red Oak,Quercus,rubra,30,1,1,0,0,1
70,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
76,25-03-2021,oakred,Red Oak,Quercus,rubra,30,1,1,0,0,1
63,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
61,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
58,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
143,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
162,25-03-2021,mapnor,Norway Maple,Acer,platanoides,0,0,0,0,0,1
154,25-03-2021,oakred,Red Oak,Quercus,rubra,30,1,1,0,0,1
268,25-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,50,1,1,0,0,0
262,25-03-2021,mapnor,Norway Maple,Acer,platanoides,0,0,0,0,0,1
260,25-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
259,25-03-2021,appcra,Crab Apple,Malus,spp,10,0,0,1,1,0
258,25-03-2021,appcra,Crab Apple,Malus,spp,0.5,0,0,1,1,0
229,25-03-2021,oakred,Red Oak,Quercus,rubra,70,0,1,0,0,1
240,25-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
239,25-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
238,25-03-2021,appcra,Crab Apple,Malus,spp,0,0,0,0,0,0
236,25-03-2021,mapnor,Norway Maple,Acer,platanoides,70,0,1,1,1,1
312,25-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,0,0,0,1
311,25-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,25,1,0,0,0,1
309,25-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,0,0,1,1
306,25-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,20,1,0,0,0,1
187,25-03-2021,oakred,Red Oak,Quercus,rubra,50,1,1,0,0,1
274,25-03-2021,oakred,Red Oak,Quercus,rubra,40,1,1,0,0,1
286,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
291,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
298,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
210,25-03-2021,oakred,Red Oak,Quercus,rubra,70,1,1,0,0,1
1726,25-03-2021,mapnor,Norway Maple,Acer,platanoides,5,1,1,0,0,0
1011,25-03-2021,oakred,Red Oak,Quercus,rubra,55,1,1,0,0,1
993,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
996,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
992,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
991,25-03-2021,oakred,Red Oak,Quercus,rubra,40,1,1,0,0,1
977,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
971,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
973,25-03-2021,oakred,Red Oak,Quercus,rubra,35,1,1,0,0,1
943,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
939,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,5,1,1,0,0,1
947,25-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
935,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
830,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
835,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1439,25-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,0,0,0,0,0,0
1993,25-03-2021,mapnor,Norway Maple,Acer,platanoides,30,1,1,0,0,1
1846,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1875,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1998,25-03-2021,ginkgo,Ginkgo,Ginkgo,biloba,50,1,1,0,0,1
1871,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1911,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1910,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1535,25-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
2007,25-03-2021,mapnor,Norway Maple,Acer,platanoides,30,1,1,0,0,0
1885,26-03-2021,oakred,Red Oak,Quercus,rubra,40,1,1,0,0,1
1818,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
1979,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
2135,26-03-2021,oakred,Red Oak,Quercus,rubra,35,1,1,0,0,1
2133,26-03-2021,oakred,Red Oak,Quercus,rubra,40,1,1,0,0,1
1957,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1958,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
1941,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
714,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
763,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,1
767,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
821,26-03-2021,lochon,Honey Locust,Gleditsia,tricanthos,40,1,1,0,0,1
488,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
486,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
504,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
514,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
533,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
537,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
549,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
562,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
892,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
572,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
624,26-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,0,0,0
625,26-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
628,26-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,1,0
627,26-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
626,26-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,0,1,0
629,26-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,0,0
630,26-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,0,0
641,26-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
642,26-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,0,1
643,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,0,0
636,27-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
631,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,1,0
632,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,0,0
633,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,0,0
646,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,1,0
648,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,1,1
647,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,1,0
649,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
650,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
872,27-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
651,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,1,0
652,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,1,0
654,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,1,0
655,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,1
656,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,1
657,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,1,0
658,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,0,0
659,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,0,0
660,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,1,0
661,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,1,0
662,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,1,0
663,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
664,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
665,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,0,0,0
666,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
667,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,1,0
668,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
669,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,0,1,0
670,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,0,0
671,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,1,0
672,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,0,0
798,27-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
795,27-03-2021,pinaus,Austrian Pine,Pinus,nigra,0,0,0,0,0,0
674,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,1,0
675,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,0,0
676,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,15,0,1,0,1,0
677,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,0,0
678,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,20,0,1,0,1,0
679,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,0,0,0
680,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,0,1,0
681,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,0,0,0
682,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,0,0,0
683,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,30,0,1,0,1,0
684,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,1,0
685,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
686,27-03-2021,olirus,Russian Olive,Elaeagnus,angustifolia,25,0,1,0,0,0
2007,27-03-2021,mapnor,Norway Maple,Acer,platanoides,35,1,1,0,1,1
2027,27-03-2021,mapnor,Norway Maple,Acer,platanoides,25,0,1,1,0,1
2029,27-03-2021,mapnor,Norway Maple,Acer,platanoides,30,0,1,1,0,1
2032,27-03-2021,mapnor,Norway Maple,Acer,platanoides,40,0,1,1,0,1
2040,27-03-2021,mapnor,Norway Maple,Acer,platanoides,50,1,1,0,0,1
2044,27-03-2021,mapnor,Norway Maple,Acer,platanoides,40,1,1,0,0,1
2045,27-03-2021,mapnor,Norway Maple,Acer,platanoides,20,1,1,0,0,1
2046,27-03-2021,mapnor,Norway Maple,Acer,platanoides,25,1,1,0,0,1
2050,27-03-2021,mapnor,Norway Maple,Acer,platanoides,50,1,1,0,0,1
2053,27-03-2021,mapnor,Norway Maple,Acer,platanoides,50,0,1,1,0,1
2056,27-03-2021,mapnor,Norway Maple,Acer,platanoides,35,0,1,1,0,1
178,27-03-2021,mapnor,Norway Maple,Acer,platanoides,20,1,1,0,0,1
175,27-03-2021,mapnor,Norway Maple,Acer,platanoides,25,1,1,0,0,1
172,27-03-2021,mapnor,Norway Maple,Acer,platanoides,15,0,1,1,0,0
168,27-03-2021,mapnor,Norway Maple,Acer,platanoides,20,0,1,1,0,1
1770,27-03-2021,oakred,Red Oak,Quercus,rubra,25,1,1,0,0,0
1773,27-03-2021,oakred,Red Oak,Quercus,rubra,10,1,1,0,0,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
